title,score,search term,categories,abstract
Thermal barrier coating life prediction model development,130.22437,ceramic coating,['NONMETALLIC MATERIALS'],"A methodology was established to predict thermal barrier coating life in an environment simulative of that experienced by gas turbine airfoils. Specifically, work is being conducted to determine failure modes of thermal barrier coatings in the aircraft engine environment. Analytical studies coupled with appropriate physical and mechanical property determinations are being employed to derive coating life prediction model(s) on the important failure mode(s). An initial review of experimental and flight service components indicates that the predominant mode of TBC failure involves thermomechanical spallation of the ceramic coating layer. This ceramic spallation involves the formation of a dominant crack in the ceramic coating parallel to and closely adjacent to the metal-ceramic interface. Initial results from a laboratory test program designed to study the influence of various driving forces such as temperature, thermal cycle frequency, environment, and coating thickness, on ceramic coating spalling life suggest that bond coat oxidation damage at the metal-ceramic interface contributes significantly to thermomechanical cracking in the ceramic layer. Low cycle rate furnace testing in air and in argon clearly shows a dramatic increase of spalling life in the non-oxidizing environments."
Adhesive and Protective Characteristics of Ceramic Coating A-417 and Its Effect on Engine Life of Forged Refractaloy-26 (AMS 5760) and Cast Stellite 21 (AMS 5385) Turbine Blades,129.91031,ceramic coating,['NONMETALLIC MATERIALS'],"The adhesive and protective characteristics of National Bureau of Standards Coating A-417 were investigated, as well as the effect of the coating on the life of forged Refractaloy 26 and cast Stellite 21 turbine blades. Coated and uncoated blades were run in a full-scale J33-9 engine and were subjected to simulated service operations consisting of consecutive 20-minute cycles (15 min at rated speed and approximately 5 min at idle). The ceramic coating adhered well to Refractaloy 26 and Stellite 21 turbine blades operated at 1500 degrees F. The coating also prevented corrosion of the Refractaloy 26, a corrosion-sensitive nickel-base alloy, and of the Stellite 21, a relatively corrosion-resistant cobalt-base alloy. Although the coating prevented corrosion of both alloys, it had no apparent effect on blade life."
Thermal barrier coating life modeling in aircraft gas turbine engines,129.50154,ceramic coating,['Nonmetallic Materials'],"Analytical models for predicting ceramic thermal barrier coating (TBC) spalling life in aircraft gas turbine engines are presented. Electron beam-physical vapor deposited (EB-PVD) and plasma sprayed TBC systems are discussed. An overview of the following TBC spalling mechanisms is presented: metal oxidation at the ceramic-metal interface, ceramic-metal interface stress singularities at edges and corners, ceramic-metal interface stresses caused by radius of curvature and interface roughness, material properties and mechanical behavior, temperature gradients, component design features and object impact damage. TBC spalling life analytical models are proposed based on observations of TBC spalling and plausible failure theories. TBC spalling was assumed to occur when the imposed stresses exceed the material strength (at or near the ceramic-metal interface). TBC failure knowledge gaps caused by lack of experimental evidence and analytical understanding are noted. The analytical models are considered initial engineering approaches that capture observed TBC failure trends."
Effects of a ceramic coating on metal temperatures of an air-cooled turbine vane,128.8345,ceramic coating,['FLUID MECHANICS AND HEAT TRANSFER'],"The metal temperatures of air cooled turbine vanes both uncoated and coated with the NASA thermal barrier system were studied experimentally. Current and advanced gas turbine engine conditions were simulated at reduced temperatures and pressures. Airfoil metal temperatures were significantly reduced, both locally and on the average, by use of the the coating. However, at low gas Reynolds number, the ceramic coating tripped a laminar boundary layer on the suction surface, and the resulting higher heat flux increased the metal temperatures. Simulated coating loss was also investigated and shown to increase local metal temperatures. However, the metal temperatures in the leading edge region remained below those of the uncoated vane tested at similar conditions. Metal temperatures in the trailing edge region exceeded those of the uncoated vane."
The Development of Environmental Barrier Coating Systems for SiC-SiC Ceramic Matrix Composites: Environment Effects on the Creep and Fatigue Resistance,128.05936,ceramic coating,['Composite Materials'],"Topics covered include: Environmental barrier coating system development: needs, challenges and limitations; Advanced environmental barrier coating systems (EBCs) for CMC airfoils and combustors; NASA EBC systems and material system evolutions, Current turbine and combustor EBC coating emphases, Advanced development, processing, testing and modeling, EBC and EBC bond coats: recent advances; Design tool and life prediction of coated CMC components; Advanced CMC-EBC rig demonstrations; Summary and future directions."
"Environmental Barrier Coating Fracture, Fatigue and High-Heat-Flux Durability Modeling and Stochastic Progressive Damage Simulation",127.60908,ceramic coating,['Composite Materials'],"Advanced environmental barrier coatings will play an increasingly important role in future gas turbine engines because of their ability to protect emerging light-weight SiC/SiC ceramic matrix composite (CMC) engine components, further raising engine operating temperatures and performance. Because the environmental barrier coating systems are critical to the performance, reliability and durability of these hot-section ceramic engine components, a prime-reliant coating system along with established life design methodology are required for the hot-section ceramic component insertion into engine service. In this paper, we have first summarized some observations of high temperature, high-heat-flux environmental degradation and failure mechanisms of environmental barrier coating systems in laboratory simulated engine environment tests. In particular, the coating surface cracking morphologies and associated subsequent delamination mechanisms under the engine level high-heat-flux, combustion steam, and mechanical creep and fatigue loading conditions will be discussed. The EBC compostion and archtechture improvements based on advanced high heat flux environmental testing, and the modeling advances based on the integrated Finite Element Analysis Micromechanics Analysis Code/Ceramics Analysis and Reliability Evaluation of Structures (FEAMAC/CARES) program will also be highlighted. The stochastic progressive damage simulation successfully predicts mud flat damage pattern in EBCs on coated 3-D specimens, and a 2-D model of through-the-thickness cross-section. A 2-parameter Weibull distribution was assumed in characterizing the coating layer stochastic strength response and the formation of damage was therefore modeled. The damage initiation and coalescence into progressively smaller mudflat crack cells was demonstrated. A coating life prediction framework may be realized by examining the surface crack initiation and delamination propagation in conjunction with environmental degradation under high-heat-flux and environment load test conditions."
Thermal Gradient Cyclic Behavior of a Thermal/Environmental Barrier Coating System on SiC/SiC Ceramic Matrix Composites,127.28172,ceramic coating,['Composite Materials'],"Thermal barrier and environmental barrier coatings (TBCs and EBCs) will play a crucial role in future advanced gas turbine engines because of their ability to significantly extend the temperature capability of the ceramic matrix composite (CMC) engine components in harsh combustion environments. In order to develop high performance, robust coating systems for effective thermal and environmental protection of the engine components, appropriate test approaches for evaluating the critical coating properties must be established. In this paper, a laser high-heat-flux, thermal gradient approach for testing the coatings will be described. Thermal cyclic behavior of plasma-sprayed coating systems, consisting of ZrO2-8wt%Y2O3 thermal barrier and NASA Enabling Propulsion Materials (EPM) Program developed mullite+BSAS/Si type environmental barrier coatings on SiC/SiC ceramic matrix composites, was investigated under thermal gradients using the laser heat-flux rig in conjunction with the furnace thermal cyclic tests in water-vapor environments. The coating sintering and interface damage were assessed by monitoring the real-time thermal conductivity changes during the laser heat-flux tests and by examining the microstructural changes after the tests. The coating failure mechanisms are discussed based on the cyclic test results and are correlated to the sintering, creep, and thermal stress behavior under simulated engine temperature and heat flux conditions."
Guanidine Soaps As Vehicles For Coating Ceramic Fibers,126.93152,ceramic coating,['MATERIALS'],"Soaps made from strong organic base guanidine and organic fatty acids serve as vehicles and binders for coating ceramic fibers, various smooth substrates, and other problematic surfaces with thin precious-metal or metal-oxide films. Films needed to serve as barriers to diffusion in fiber/matrix ceramic composite materials. Guanidine soaps entirely organic and burn off, leaving no residues."
Advanced Thermal Barrier and Environmental Barrier Coating Development at NASA GRC,126.60388,ceramic coating,['Chemistry and Materials (General)'],"This presentation summarizes NASA's advanced thermal barrier and environmental barrier coating systems, and the coating performance improvements that has recently been achieved and documented in laboratory simulated rig test conditions. One of the emphases has been placed on the toughness and impact resistance enhancements of the low conductivity, defect cluster thermal barrier coating systems. The advances in the next generation environmental barrier coatings for SiCSiC ceramic matrix composites have also been highlighted, particularly in the design of a new series of oxide-silicate composition systems to be integrated with next generation SiC-SiC turbine engine components for 2700F coating applications. Major technical barriers in developing the thermal and environmental barrier coating systems are also described. The performance and model validations in the rig simulated turbine combustion, heat flux, steam and calcium-magnesium-aluminosilicate (CMAS) environments have helped the current progress in improved temperature capability, environmental stability, and long-term fatigue-environment system durability of the advanced thermal and environmental barrier coating systems."
Durability and CMAS Resistance of Advanced Environmental Barrier Coatings Systems for SiC/SiC Ceramic Matrix Composites,125.8885,ceramic coating,['Composite Materials'],"Environmental barrier coatings (EBCs) and SiCSiC ceramic matrix composites (CMCs) systems will play a crucial role in next generation turbine engines for hot-section component applications because of their ability to significantly increase engine operating temperatures with improved efficiency, reduce engine weight and cooling requirements. This paper will emphasize advanced environmental barrier coating developments for SiCSiC turbine airfoil components, by using advanced coating compositions and processing, in conjunction with mechanical and environment testing and durability validations. The coating-CMC degradations and durability in the laboratory simulated engine fatigue-creep and complex operating environments are being addressed. The effects of Calcium-Magnesium-Alumino-Silicate (CMAS) from road sand or volcano-ash deposits on the degradation mechanisms of the environmental barrier coating systems will be discussed. The results help understand the advanced EBC-CMC system performance, aiming at the durability improvements of more robust, prime-reliant environmental barrier coatings for successful applications of the component technologies and lifing methodologies."
Thermal barrier coating life prediction model development,125.14017,ceramic coating,['STRUCTURAL MECHANICS'],"The objectives of this program are to increase understanding of thermal barrier coating (TBC) degradation and failure modes, to generate quantitative ceramic failure life data under cyclic thermal conditions which simulate those encountered in gas turbine engine service, and to develop an analytical methodology for prediction of coating life in the engine. Observations of degradation and failure modes in plasma deposited ceramic indicate that spallation failure results from progressive cracking of the ceramic parallel to and adjacent to, but not coincident with the metal-ceramic interface."
Method of coating through-holes  Patent,125.133484,ceramic coating,['MACHINE ELEMENTS AND PROCESSES'],Method for coating through-holes in ceramic substrates used in fabricating miniaturized electronic circuits
Oxidation Study of an Ultra High Temperature Ceramic Coatings Based on HfSiCN,124.80934,ceramic coating,['Composite Materials'],"High temperature fiber-reinforced ceramic matrix composites (CMCs) are important for aerospace applications because of their low density, high strength, and significantly higher-temperature capabilities compared to conventional metallic systems. The use of the SiCf/SiC and Cf/SiC CMCs allows the design of lighter-weight, more fuel efficient aircraft engines and also more advanced spacecraft airframe thermal protection systems. However, CMCs have to be protected with advanced environmental barrier coatings when they are incorporated into components for the harsh environments such as in aircraft engine or spacecraft applications. In this study, high temperature oxidation kinetics of an advanced HfSiCN coating on Cf/SiC CMC substrates were investigated at 1300 C, 1400 C, and 1500 C by using thermogravimetric analysis (TGA). The coating oxidation reaction parabolic rate constant and activation energy were estimated from the experimental results. The oxidation reaction studies showed that the coatings formed the most stable, predominant HfSiO4-HfO2 scales at 1400 C. A peroxidation test at 1400 C then followed by subsequent oxidation tests at various temperatures also showed more adherent scales and slower scale growth because of reduced the initial transient oxidation stage and increased HfSiO4-HfO2 content in the scales formed on the HfSiCN coatings."
Oxidation Study of an Ultra High Temperature Ceramic Coatings Based on HfSiCN,124.54859,ceramic coating,['Composite Materials'],"High temperature fiber-reinforced ceramic matrix composites (CMCs) are important for aerospace applications because of their low density, high strength, and significantly higher-temperature capabilities compared to conventional metallic systems. The use of the SiCf/SiC and Cf/SiC CMCs allows the design of lighter-weight, more fuel efficient aircraft engines and also more advanced spacecraft airframe thermal protection systems. However, CMCs have to be protected with advanced environmental barrier coatings when they are incorporated into components for the harsh environments such as in aircraft engine or spacecraft applications. In this study, high temperature oxidation kinetics of an advanced HfSiCN coating on Cf/SiC CMC substrates were investigated at 1300 C, 1400 C, and 1500 C by using thermogravimetric analysis (TGA). The coating oxidation reaction parabolic rate constant and activation energy were estimated from the experimental results. The oxidation reaction studies showed that the coatings formed the most stable, predominant HfSiO4-HfO2 scales at 1400 C. A peroxidation test at 1400 C then followed by subsequent oxidation tests at various temperatures also showed more adherent scales and slower scale growth because of reduced the initial transient oxidation stage and increased HfSiO4-HfO2 content in the scales formed on the HfSiCN coatings."
The Development of Environmental Barrier Coatings for SiCSiC Ceramic Matrix Composites: Challenges and Opportunities,124.27434,ceramic coating,"['Composite Materials', 'Chemistry and Materials (General)']","Environmental barrier coatings (EBCs) and SiC/SiC ceramic matrix composites (CMCs) systems will play a crucial role in future turbine engines for hot-section component applications because of their ability to significantly increase engine operating temperatures, reduce engine weight and cooling requirements. The development of prime-reliant environmental barrier coatings is a key to enable the applications of the envisioned CMC components to help achieve next generation engine performance and durability goals. This paper will primarily address the performance requirements and design considerations of environmental barrier coatings for turbine engine applications. The emphasis is placed on current candidate environmental barrier coating systems for SiCSiC CMCs, their performance benefits and design limitations in long-term operation and combustion environments. Major technical barriers in developing advanced environmental barrier coating systems, the coating integrations with next generation CMC turbine components having improved environmental stability, cyclic durability and system performance will be described. The development trends for turbine environmental barrier coating systems by utilizing improved compositions, state-of-the-art processing methods, and simulated environment testing and durability modeling will be discussed."
Experiments with ceramic coatings,123.945755,ceramic coating,['MATERIALS'],Report describes the procedures and techniques used in the application of a ceramic coating and the evaluation of test parts through observation of the cracks that occur in this coating due to loading.
Thermal Conductivity of Ceramic Thermal Barrier and Environmental Barrier Coating Materials,123.87189,ceramic coating,['Nonmetallic Materials'],"Thermal barrier and environmental barrier coatings (TBC's and EBC's) have been developed to protect metallic and Si-based ceramic components in gas turbine engines from high temperature attack. Zirconia-yttria based oxides and (Ba,Sr)Al2Si2O8(BSAS)/mullite based silicates have been used as the coating materials. In this study, thermal conductivity values of zirconia-yttria- and BSAS/mullite-based coating materials were determined at high temperatures using a steady-state laser heat flux technique. During the laser conductivity test, the specimen surface was heated by delivering uniformly distributed heat flux from a high power laser. One-dimensional steady-state heating was achieved by using thin disk specimen configuration (25.4 mm diam and 2 to 4 mm thickness) and the appropriate backside air-cooling. The temperature gradient across the specimen thickness was carefully measured by two surface and backside pyrometers. The thermal conductivity values were thus determined as a function of temperature based on the 1-D heat transfer equation. The radiation heat loss and laser absorption corrections of the materials were considered in the conductivity measurements. The effects of specimen porosity and sintering on measured conductivity values were also evaluated."
Method for Waterproofing Ceramic Materials,123.56601,ceramic coating,['Nonmetallic Materials'],"Hygroscopic ceramic materials which are difficult to waterproof with a silane, substituted silane or silazane waterproofing agent, such as an alumina containing fibrous, flexible and porous, fibrous ceramic insulation used on a reentry space vehicle, are rendered easy to waterproof if the interior porous surface of the ceramic is first coated with a thin coating of silica. The silica coating is achieved by coating the interior surface of the ceramic with a silica precursor converting the precursor to silica either in-situ or by oxidative pyrolysis and then applying the waterproofing agent to the silica coated ceramic. The silica precursor comprises almost any suitable silicon containing material such as a silane, silicone, siloxane, silazane and the like applied by solution, vapor deposition and the like. If the waterproofing is removed by e.g., burning, the silica remains and the ceramic is easily rewaterproofed. An alumina containing TABI insulation which absorbs more that five times its weight of water, absorbs less than 10 wt. % water after being waterproofed according to the method of the invention."
Capsulation of moldings made from silicon ceramic material,122.70661,ceramic coating,['NONMETALLIC MATERIALS'],"Ceramic articles are potted for hot isostatic pressing by porous glass and/or ceramic coating which is sintered to a pressure-tight coating in vacuo. Thus, a powdered SiO2 glass mixture with saturated alcohol sterin is sprayed on a SI3N4 ceramic, dried, introduced into the press which is evacuated to less than 0.013 mbar and heated to approximately 1200 C to drive off the organic binder and leave a powdered glass coating on the ceramic. The coating is sintered by heating to approximately 1200 C for 0.5 to 2 hours and forms a tight gass-impermeable layer. The press is heated to approximately 1700 C at 1000-300 bar and isostatic pressing is performed in the conventional manner."
Protective coating for salt-bath brazing,122.27402,ceramic coating,['FABRICATION TECHNOLOGY'],"Ceramic coating, consisting of graphite, enameler's clay, and algin binder, applied to materials prior to salt bath brazing facilitates brazing process and results in superior joints. Alternate coating materials and their various proportions are given."
The Development of 2700-3000 F Environmental Barrier Coatings for SiC/SiC Ceramic Matrix Composites: Challenges and Opportunities,122.0717,ceramic coating,"['Chemistry and Materials (General)', 'Composite Materials']","Environmental barrier coatings (EBCs) and SiCSiC ceramic matrix composites (CMCs) systems will play a crucial role in future turbine engines for hot-section component applications because of their ability to significantly increase engine operating temperatures, reduce engine weight and cooling requirements. The development of prime-reliant environmental barrier coatings is a key to enable the applications of the envisioned 2700-3000F EBC - CMC systems to help achieve next generation engine performance and durability goals. This paper will primarily address the performance requirements and design considerations of environmental barrier coatings for turbine engine applications. The emphasis is placed on current NASA candidate environmental barrier coating systems for SiCSiC CMCs, their performance benefits and design limitations in long-term operation and combustion environments. The efforts have been also directed to developing prime-reliant, self-healing 2700F EBC bond coat; and high stability, lower thermal conductivity, and durable EBC top coats. Major technical barriers in developing environmental barrier coating systems, the coating integrations with next generation CMCs having the improved environmental stability, cyclic durability, erosion-impact resistance, and long-term system performance will be described. The research and development opportunities for turbine engine environmental barrier coating systems by utilizing improved compositions, state-of-the-art processing methods, and simulated environment testing and durability modeling will be discussed."
Method of depositing a coating on Si-based ceramic composites,122.006355,ceramic coating,['Composite Materials'],"A process of depositing a coating system suitable for use as an environmental barrier coating on various substrate materials, particularly those containing silicon and intended for high temperature applications such as the hostile thermal environment of a gas turbine engine. The process comprises depositing a first coating layer containing mullite, and preferably a second coating layer of an alkaline earth aluminosilicate, such as barium-strontium-aluminosilicate (BSAS), by thermal spraying while maintaining the substrate at a temperature of 800.degree. C. or less, preferably 500.degree. C. or less, by which a substantially crack-free coating system is produced with desirable mechanical integrity."
Strain isolated ceramic coatings,121.94984,ceramic coating,['NONMETALLIC MATERIALS'],"Plasma sprayed ceramic coatings are used in gas turbine engines to improve component temperature capability and cooling air efficiency. A compliant metal fiber strain isolator between a plasma sprayed ceramic coating and a metal substrate improves ceramic durability while allowing thicker coatings for better insulation. Development of strain isolated coatings has concentrated on design and fabrication of coatings and coating evaluation via thermal shock testing. In thermal shock testing, five types of failure are possible: buckling failure im compression on heat up, bimetal type failure, isothermal expansion mismatch failure, mudflat cracking during cool down, and long term fatigue. A primary failure mode for thermally cycled coatings is designated bimetal type failure. Bimetal failure is tensile failure in the ceramic near the ceramic-metal interface. One of the significant benefits of the strain isolator is an insulating layer protecting the metal substrate from heat deformation and thereby preventing bimetal type failure."
Tests of NASA ceramic thermal barrier coating for gas-turbine engines,121.84251,ceramic coating,['NONMETALLIC MATERIALS'],"A NASA ceramic thermal barrier coating (TBC) system was tested by industrial and governmental organizations for a variety of aeronautical marine, and ground-based gas-turbine engine applications. This TBC is a two-layer system with a bond coating of nickel-chromium-aluminum-yttrium (Ni-16Cr-6Al-0.6Y, in wt %) and a ceramic coating of yttria stabilized zirconia (ZrO2-12Y2O3, in wt %). Tests (Liebert and Stenka, 1979) have been conducted to determine corrosion resistance, thermal protection, durability, thermal conductivity, and fatigue characteristics. The information presented covers some of the significant test results obtained on the first three items. The information also includes photographs of coated parts after tests, measurements of coating loss, amount of metal wall temperature reduction when the TBC is used, and extent of base metal corrosion."
Protective Coating,121.7348,ceramic coating,['Nonmetallic Materials'],"Inorganic Coatings, Inc.'s K-Zinc 531 protective coating is water-based non-toxic, non-flammable and has no organic emissions. High ratio silicate formula bonds to steel, and in 30 minutes, creates a very hard ceramic finish with superior adhesion and abrasion resistance. Improved technology allows application over a minimal commercial sandblast, fast drying in high humidity conditions and compatibility with both solvent and water-based topcoats. Coating is easy to apply and provides long term protection with a single application. Zinc rich coating with water-based potassium silicate binder offers cost advantages in materials, labor hours per application, and fewer applications over a given time span."
Ceramic high pressure gas path seal,121.25438,ceramic coating,['AIRCRAFT PROPULSION AND POWER'],"Stage 1 ceramic shrouds (high pressure turbine gas path seal) were developed for the GE T700 turbine helicopter engine under the Army/NASA Contract NAS3-23174. This contract successfully proved the viability and benefits of a Stage 1 ceramic shroud for production application. Stage 1 ceramic shrouds were proven by extensive component and engine testing. This Stage 1 ceramic shroud, plasma sprayed ceramic (ZrOs-BY2O3) and bond coating (NiCrAlY) onto a cast metal backing, offers significant engine performance improvement. Due to the ceramic coating, the amount of cooling air required is reduced 20% resulting in a 0.5% increase in horsepower and a 0.3% decrease in specific fuel consumption. This is accomplished with a component which is lower in cost than the current production shroud. Stage 1 ceramic shrouds will be introduced into field service in late 1987."
Performance and Durability of Advanced Environmental Barrier Coating Systems,121.1611,ceramic coating,['Composite Materials'],"This paper summarizes recent NASA environmental barrier coating (EBC) material advances for protecting the SiC/SiC Ceramic Matrix Composites (CMCs) for meeting next generation turbine engine performance requirements. We particularly present an advanced multicomponent rare earth silicate EBCs with HfO2-Si bond coat system, the temperature capability, environmental stability, and thermomechanical durability, advanced laboratory testing toward subelement demonstrations. Fundamental coating properties of the coating system will also be discussed, with the emphasis on the coating diffusion barrier performance and Calcium Magnesium Alumino-Silicate (CMAS) resistance."
Thermal barrier coating life prediction model development,121.05812,ceramic coating,['NONMETALLIC MATERIALS'],"A methodology is established to predict thermal barrier coating life in a environment similar to that experienced by gas turbine airfoils. Experiments were conducted to determine failure modes of the thermal barrier coating. Analytical studies were employed to derive a life prediction model. A review of experimental and flight service components as well as laboratory post evaluations indicates that the predominant mode of TBC failure involves thermomechanical spallation of the ceramic coating layer. This ceramic spallation involves the formation of a dominant crack in the ceramic coating parallel to and closely adjacent to the topologically complex metal ceramic interface. This mechanical failure mode clearly is influenced by thermal exposure effects as shown in experiments conducted to study thermal pre-exposure and thermal cycle-rate effects. The preliminary life prediction model developed focuses on the two major damage modes identified in the critical experiments tasks. The first of these involves a mechanical driving force, resulting from cyclic strains and stresses caused by thermally induced and externally imposed mechanical loads. The second is an environmental driving force based on experimental results, and is believed to be related to bond coat oxidation. It is also believed that the growth of this oxide scale influences the intensity of the mechanical driving force."
Processing Methods Established To Fabricate Porous Oxide Ceramic Spheres for Thermal Barrier Coating Applications,121.01148,ceramic coating,['Mechanical Engineering'],"As gas turbine technology advances, the demand for efficient engines and emission reduction requires a further increase in operating temperatures, but combustion temperatures are currently limited by the temperature capability of the engine components. The existing thermal barrier coating (TBC) technology does not provide sufficient thermal load reduction at a 3000 F (1649 C) operating condition. Advancement in thermal barrier coating technology is needed to meet this aggressive goal. One concept for improving thermal barrier coating effectiveness is to design coating systems that incorporate a layer that reflects or scatters photon radiation. This can be achieved by using porous structures. The refractive index mismatch between the solid and pore, the pore size, and the pore density can be engineered to efficiently scatter photon radiation. Under NASA s Ultra-Efficient Engine Technology (UEET) Program, processing methods to fabricate porous ceramic spheres suitable for scattering photon radiation at elevated temperatures have been established. A straightforward templating process was developed at the NASA Glenn Research Center that requires no special processing equipment. The template was used to define particle shape, particle size, and pore size. Spherical organic cation exchange resins were used as a structure-directing template. The cation exchange resins have dual template capabilities that can produce different pore architectures. This process can be used to fabricate both metal oxide and metal carbide spheres."
Creep Behavior of Hafnia and Ytterbium Silicate Environmental Barrier Coating Systems on SiC/SiC Ceramic Matrix Composites,120.95926,ceramic coating,['Composite Materials'],"Environmental barrier coatings will play a crucial role in future advanced gas turbine engines because of their ability to significantly extend the temperature capability and stability of SiC/SiC ceramic matrix composite (CMC) engine components, thus improving the engine performance. In order to develop high performance, robust coating systems for engine components, appropriate test approaches simulating operating temperature gradient and stress environments for evaluating the critical coating properties must be established. In this paper, thermal gradient mechanical testing approaches for evaluating creep and fatigue behavior of environmental barrier coated SiC/SiC CMC systems will be described. The creep and fatigue behavior of Hafnia and ytterbium silicate environmental barrier coatings on SiC/SiC CMC systems will be reported in simulated environmental exposure conditions. The coating failure mechanisms will also be discussed under the heat flux and stress conditions."
Emittance and absorptance of the National Aeronautics and Space Administration ceramic thermal barrier coating,120.53319,ceramic coating,['NONMETALLIC MATERIALS'],"The spectral emittance of a NASA developed zirconia ceramic thermal barrier coating system, consisting of a metal substrate, a layer of Ni-Cr-Al-Y bond material and a layer of yttria-stabilized zirconia ceramic material, is analyzed. The emittance, needed for evaluation of radiant heat loads on cooled coated gas turbine components, was measured over a range of temperatures that would be typical of its use on such components. Emittance data were obtained with a spectrometer, a reflectometer and a radiation pyrometer at a single bond coating thickness of 0.010 cm and at a ceramic coating thickness of 0-0.076 cm. The data were transformed into the hemispherical total emittance and were correlated to the ceramic coating thickness and temperature using multiple-regression curve-fitting techniques. The system was found to be highly reflective, and, consequently, capable of significantly reducing radiation heat loads on cooled gas turbine engine components."
Evaluation of Oxidation Damage in Thermal Barrier Coating Systems,119.41052,ceramic coating,['Nonmetallic Materials'],"A method based on the technique of dilatometry has been established to quantitatively evaluate the interfacial damage due to the oxidation in a thermal barrier coating system. Strain isolation and adhesion coefficients have been proposed to characterize the thermal barrier coating (TBC) performance based on its thermal expansion behavior. It has been found that, for a thermal barrier coating system consisting of ZrO2-8%Y2O3/FeCrAlY/4140 steel substrate, the oxidation of the bond coat and substrate significantly reduced the ceramic coating adherence, as inferred from the dilatometry measurements. The in-situ thermal expansion measurements under 30 deg C to 700 deg C thermal cycling in air showed that the adhesion coefficient, A(sub i) decreased by 25% during the first 35 oxidation cycles. Metallography showed that delamination occurred at both the ceramic/bond coat and bond coat/substrate interfaces. In addition, the strain isolation effect has been improved by increasing the FeCrAlY bond coat thickness. The strain isolation coefficient, Si, increased from about 0.04 to 0.25, as the bond coat thickness changed from 0.1 mm to 1.0 mm. It may be possible to design optimum values of strain isolation and interface adhesion coefficients to achieve the best TBC performance."
Paper-Thin Coating Offers Maximum Protection,119.19078,ceramic coating,['Nonmetallic Materials'],"Wessex Incorporated has recently taken a technology that was originally developed for NASA as a protective coating for ceramic materials used in heatshields for space vehicles, and modified it for use in applications such as building materials, machinery, and transportation. The technology, developed at NASA Ames Research Center as a protective coating for flexible ceramic composites (PCC), is environmentally safe, water-based, and contains no solvents. Many other flame-retardant materials contain petroleum-based components, which can produce toxic smoke under flame. Wessex versions of PCC can be used to shield ceramics, wood, plasterboard, steel, plastics, fiberglass, and other materials from catastrophic fires. They are extraordinarily tough and exhibit excellent resistance to thermal shock, vibration, abrasion, and mechanical damage. One thin layer of coating provides necessary protection and allows for flexibility while avoiding excessive weight disadvantages. The coating essentially reduces the likelihood of the underlying material becoming so hot that it combusts and thus inhibits the ""flashover"" phenomenon from occurring."
Molecular Adsorber Coating,119.043785,ceramic coating,['Man/System Technology and Life Support'],"A document discusses a zeolite-based sprayable molecular adsorber coating that has been developed to alleviate the size and weight issues of current ceramic puck-based technology, while providing a configuration that more projects can use to protect against degradation from outgassed materials within a spacecraft, particularly contamination-sensitive instruments. This coating system demonstrates five times the adsorption capacity of previously developed adsorber coating slurries. The molecular adsorber formulation was developed and refined, and a procedure for spray application was developed. Samples were spray-coated and tested for capacity, thermal optical/radiative properties, coating adhesion, and thermal cycling. Work performed during this study indicates that the molecular adsorber formulation can be applied to aluminum, stainless steel, or other metal substrates that can accept silicate-based coatings. The coating can also function as a thermal- control coating. This adsorber will dramatically reduce the mass and volume restrictions, and is less expensive than the currently used molecular adsorber puck design."
Vacuum plasma spray coating,119.00865,ceramic coating,['NONMETALLIC MATERIALS'],"Currently, protective plasma spray coatings are applied to space shuttle main engine turbine blades of high-performance nickel alloys by an air plasma spray process. Originally, a ceramic coating of yttria-stabilized zirconia (ZrO2.12Y2O3) was applied for thermal protection, but was removed because of severe spalling. In vacuum plasma spray coating, plasma coatings of nickel-chromium-aluminum-yttrium (NiCrAlY) are applied in a reduced atmosphere of argon/helium. These enhanced coatings showed no spalling after 40 MSFC burner rig thermal shock cycles between 927 C (1700 F) and -253 C (-423 F), while current coatings spalled during 5 to 25 test cycles. Subsequently, a process was developed for applying a durable thermal barrier coating of ZrO2.8Y2O3 to the turbine blades of first-stage high-pressure fuel turbopumps utilizing the enhanced NiCrAlY bond-coating process. NiCrAlY bond coating is applied first, with ZrO2.8Y2O3 added sequentially in increasing amounts until a thermal barrier coating is obtained. The enchanced thermal barrier coating has successfully passed 40 burner rig thermal shock cycles."
"Aerospace Ceramic Materials: Thermal, Environmental Barrier Coatings and SiC/SiC Ceramic Matrix Composites for Turbine Engine Applications",118.80028,ceramic coating,"['Composite Materials', 'Engineering (General)']","Ceramic materials play increasingly important roles in aerospace applications because ceramics have unique properties, including high temperature capability, high stiffness and strengths, excellent oxidation and corrosion resistance. Ceramic materials also generally have lower densities as compared to metallic materials, making them excellent candidates for light-weight hot-section components of aircraft turbine engines, rocket exhaust nozzles, and thermal protection systems for space vehicles when they are being used for high-temperature and ultra-high temperature ceramics applications. Ceramic matrix composites (CMCs), including non-oxide and oxide CMCs, are also recently being incorporated in gas turbine engines for high pressure and high temperature section components and exhaust nozzles. However, the complexity and variability of aerospace ceramic processing methods, compositions and microstructures, the relatively low fracture toughness of the ceramic materials, still remain the challenging factors for ceramic component design, validation, life prediction, and thus broader applications. This ceramic material section paper presents an overview of aerospace ceramic materials and their characteristics. A particular emphasis has been placed on high technology level (TRL) enabling ceramic systems, that is, turbine engine thermal and environmental barrier coating systems and non-oxide type SiC/SiC CMCs. The current status and future trend of thermal and environmental barrier coatings and SiC/SiC CMC development and applications are described."
