title,score,search term,categories,abstract
High compression image and image sequence coding,83.163414,image quality calculation,['INSTRUMENTATION AND PHOTOGRAPHY'],"The digital representation of an image requires a very large number of bits. This number is even larger for an image sequence. The goal of image coding is to reduce this number, as much as possible, and reconstruct a faithful duplicate of the original picture or image sequence. Early efforts in image coding, solely guided by information theory, led to a plethora of methods. The compression ratio reached a plateau around 10:1 a couple of years ago. Recent progress in the study of the brain mechanism of vision and scene analysis has opened new vistas in picture coding. Directional sensitivity of the neurones in the visual pathway combined with the separate processing of contours and textures has led to a new class of coding methods capable of achieving compression ratios as high as 100:1 for images and around 300:1 for image sequences. Recent progress on some of the main avenues of object-based methods is presented. These second generation techniques make use of contour-texture modeling, new results in neurophysiology and psychophysics and scene analysis."
"Proceedings of the Image Intensifier Symposium, October 24-26, 1961, Fort Belvoir, VA",82.60352,image quality calculation,['NAVIGATION'],Proceedings of second image intensifier symposium
Simulation of Image Performance Characteristics of the Landsat Data Continuity Mission (LDCM) Thermal Infrared Sensor (TIRS),82.37353,image quality calculation,"['Instrumentation and Photography', 'Earth Resources and Remote Sensing']","The next Landsat satellite, which is scheduled for launch in early 2013, will carry two instruments: the Operational Land Imager (OLI) and the Thermal Infrared Sensor (TIRS). Significant design changes over previous Landsat instruments have been made to these sensors to potentially enhance the quality of Landsat image data. TIRS, which is the focus of this study, is a dual-band instrument that uses a push-broom style architecture to collect data. To help understand the impact of design trades during instrument build, an effort was initiated to model TIRS imagery. The Digital Imaging and Remote Sensing Image Generation (DIRSIG) tool was used to produce synthetic ""on-orbit"" TIRS data with detailed radiometric, geometric, and digital image characteristics. This work presents several studies that used DIRSIG simulated TIRS data to test the impact of engineering performance data on image quality in an effort to determine if the image data meet specifications or, in the event that they do not, to determine if the resulting image data are still acceptable. "
On-Orbit MTF Measurement and Product Quality Monitoring for Commercial Remote Sensing Systems,82.34566,image quality calculation,['Earth Resources and Remote Sensing'],"Initialization and opportunistic targets are chosen that represent the MTF on the spatial domain. Ideal targets have simple mathematical relationships. Determine the MTF of an on-orbit satellite using in-scene targets: Slant-Edge, Line Source, point Source, and Radial Target. Attempt to facilitate the MTF calculation by automatically locating targets of opportunity. Incorporate MTF results into a product quality monitoring architecture."
Software to model AXAF image quality,80.895485,image quality calculation,['COMPUTER PROGRAMMING AND SOFTWARE'],"This draft final report describes the work performed under this delivery order from May 1992 through June 1993. The purpose of this contract was to enhance and develop an integrated optical performance modeling software for complex x-ray optical systems such as AXAF. The GRAZTRACE program developed by the MSFC Optical Systems Branch for modeling VETA-I was used as the starting baseline program. The original program was a large single file program and, therefore, could not be modified very efficiently. The original source code has been reorganized, and a 'Make Utility' has been written to update the original program. The new version of the source code consists of 36 small source files to make it easier for the code developer to manage and modify the program. A user library has also been built and a 'Makelib' utility has been furnished to update the library. With the user library, the users can easily access the GRAZTRACE source files and build a custom library. A user manual for the new version of GRAZTRACE has been compiled. The plotting capability for the 3-D point spread functions and contour plots has been provided in the GRAZTRACE using the graphics package DISPLAY. The Graphics emulator over the network has been set up for programming the graphics routine. The point spread function and the contour plot routines have also been modified to display the plot centroid, and to allow the user to specify the plot range, and the viewing angle options. A Command Mode version of GRAZTRACE has also been developed. More than 60 commands have been implemented in a Code-V like format. The functions covered in this version include data manipulation, performance evaluation, and inquiry and setting of internal parameters. The user manual for these commands has been formatted as in Code-V, showing the command syntax, synopsis, and options. An interactive on-line help system for the command mode has also been accomplished to allow the user to find valid commands, command syntax, and command function. A translation program has been written to convert FEA output from structural analysis to GRAZTRACE surface deformation file (.dfm file). The program can accept standard output files and list files from COSMOS/M and NASTRAN finite analysis programs. Some interactive options are also provided, such as Cartesian or cylindrical coordinate transformation, coordinate shift and scale, and axial length change. A computerized database for technical documents relating to the AXAF project has been established. Over 5000 technical documents have been entered into the master database. A user can now rapidly retrieve the desired documents relating to the AXAF project. The summary of the work performed under this contract is shown."
Introduction to computer image processing,80.32277,image quality calculation,['COMPUTERS'],"Theoretical backgrounds and digital techniques for a class of image processing problems are presented. Image formation in the context of linear system theory, image evaluation, noise characteristics, mathematical operations on image and their implementation are discussed. Various techniques for image restoration and image enhancement are presented. Methods for object extraction and the problem of pictorial pattern recognition and classification are discussed."
Fractal image compression,80.094604,image quality calculation,['COMPUTER PROGRAMMING AND SOFTWARE'],"Fractals are geometric or data structures which do not simplify under magnification. Fractal Image Compression is a technique which associates a fractal to an image. On the one hand, the fractal can be described in terms of a few succinct rules, while on the other, the fractal contains much or all of the image information. Since the rules are described with less bits of data than the image, compression results. Data compression with fractals is an approach to reach high compression ratios for large data streams related to images. The high compression ratios are attained at a cost of large amounts of computation. Both lossless and lossy modes are supported by the technique. The technique is stable in that small errors in codes lead to small errors in image data. Applications to the NASA mission are discussed."
NASA total quality management 1990 accomplishments report,79.18282,image quality calculation,['QUALITY ASSURANCE AND RELIABILITY'],"NASA's efforts in Total Quality Management are based on continuous improvement and serve as a foundation for NASA's present and future endeavors. Given here are numerous examples of quality strategies that have proven effective and efficient in a time when cost reduction is critical. These accomplishment benefit our Agency and help to achieve our primary goal, keeping American in the forefront of the aerospace industry."
A procedure for testing the quality of LANDSAT atmospheric correction algorithms,78.97655,image quality calculation,['EARTH RESOURCES AND REMOTE SENSING'],"There are two basic methods for testing the quality of an algorithm to minimize atmospheric effects on LANDSAT imagery: (1) test the results a posteriori, using ground truth or control points; (2) use a method based on image data plus estimation of additional ground and/or atmospheric parameters. A procedure based on the second method is described. In order to select the parameters, initially the image contrast is examined for a series of parameter combinations. The contrast improves for better corrections. In addition the correlation coefficient between two subimages, taken at different times, of the same scene is used for parameter's selection. The regions to be correlated should not have changed considerably in time. A few examples using this proposed procedure are presented."
Solar radiation at the Earth's surface:  Its calculation and inference from satellite imagery,78.34935,image quality calculation,['SPACE RADIATION'],"Physical and empirical models for calculation of insolation on a horizontal surface are described. Calculation of the spectral components of insolation and the calculation of the integrated values using wavelength-averaged values, ignoring aerosol effects, are discussed. Empirical models for determining insolation from meteorological data under clear and cloudy skies are described. The influence of hourly and daily global solar radiation from GOES satellite images is illustrated. Data acquisition methods for the Great Plains experiment, the determination of cloud free brightness levels, and determination of cloud parameters and target brightness are considered. The use of two and seven satellite images per day resulted in insolation determinations having a standard error of less then 10% of the mean. Use of only one image per day resulted in a standard error of about 20% of the mean."
The vectorization of a ray tracing program for image generation,77.26613,image quality calculation,['COMPUTER PROGRAMMING AND SOFTWARE'],"Ray tracing is a widely used method for producing realistic computer generated images. Ray tracing involves firing an imaginary ray from a view point, through a point on an image plane, into a three dimensional scene. The intersections of the ray with the objects in the scene determines what is visible at the point on the image plane. This process must be repeated many times, once for each point (commonly called a pixel) in the image plane. A typical image contains more than a million pixels making this process computationally expensive. A traditional ray tracing program processes one ray at a time. In such a serial approach, as much as ninety percent of the execution time is spent computing the intersection of a ray with the surface in the scene. With the CYBER 205, many rays can be intersected with all the bodies im the scene with a single series of vector operations. Vectorization of this intersection process results in large decreases in computation time. The CADLAB's interest in ray tracing stems from the need to produce realistic images of mechanical parts. A high quality image of a part during the design process can increase the productivity of the designer by helping him visualize the results of his work. To be useful in the design process, these images must be produced in a reasonable amount of time. This discussion will explain how the ray tracing process was vectorized and gives examples of the images obtained."
SAO/NASA joint investigation of astronomical viewing quality at Mount Hopkins Observatory:  1969-1971,76.73078,image quality calculation,['SPACE SCIENCES'],"Quantitative measurements of the astronomical seeing conditions have been made with a stellar-image monitor system at the Mt. Hopkins Observatory in Arizona. The results of this joint SAO-NASA experiment indicate that for a 15-cm-diameter telescope, image motion is typically 1 arcsec or less and that intensity fluctuations due to scintillation have a coefficient of irradiance variance of less than 0.12 on the average. Correlations between seeing quality and local meteorological conditions were investigated. Local temperature fluctuations and temperature gradients were found to be indicators of image-motion conditions, while high-altitude-wind conditions were shown to be somewhat correlated with scintillation-spectrum bandwidth. The theoretical basis for the relationship of atmospheric turbulence to optical effects is discussed in some detail, along with a description of the equipment used in the experiment. General site-testing comments and applications of the seeing-test results are also included."
Engineering design criteria for an image intensifier/image converter camera,76.59578,image quality calculation,['INSTRUMENTATION AND PHOTOGRAPHY'],"The design, display, and evaluation of an image intensifier/image converter camera which can be utilized in various requirements of spaceshuttle experiments are described. An image intensifier tube was utilized in combination with two brassboards as power supply and used for evaluation of night photography in the field. Pictures were obtained showing field details which would have been undistinguishable to the naked eye or to an ordinary camera."
Quality Control of Wind Data from 50-MHz Doppler Radar Wind Profiler,76.57806,image quality calculation,"['Launch Vehicles and Launch Operations', 'Quality Assurance and Reliability']","Upper-level wind profiles obtained from a 50-MHz Doppler Radar Wind Profiler (DRWP) instrument at Kennedy Space Center are incorporated in space launch vehicle design and day-of-launch operations to assess wind effects on the vehicle during ascent. Automated and manual quality control (QC) techniques are implemented to remove spurious data in the upper-level wind profiles caused from atmospheric and non-atmospheric artifacts over the 2010-2012 period of record (POR). By adding the new quality controlled profiles with older profiles from 1997-2009, a robust database will be constructed of upper-level wind characteristics. Statistical analysis will determine the maximum, minimum, and 95th percentile of the wind components from the DRWP profiles over recent POR and compare against the older database. Additionally, this study identifies specific QC flags triggered during the QC process to understand how much data is retained and removed from the profiles."
"The eighth NASA total quality management accomplishments report, 1990",76.13373,image quality calculation,['QUALITY ASSURANCE AND RELIABILITY'],"The eighth annual accomplishments report provides numerous examples of quality strategies that have proven effective and efficient in a time when cost reduction is critical. NASA's continuous improvement efforts can provide insight for others to succeed in their own endeavors. The report covers: top management leadership and support, strategic planning, focus on the customer, employee training and recognition, employee empowerment and teamwork, measurement and analysis, and quality assurance."
The Airline Quality Rating 1999,75.61634,image quality calculation,['Air Transportation and Safety'],"The Airline Quality Rating (AQR) was developed and first announced in early 1991 as an objective method of comparing airline performance on combined multiple criteria. This current report, Airline Quality Rating 1999, reflects an updated approach to calculating monthly Airline Quality Rating scores for 1998. AQR scores for the calendar year 1998 are based on 15 elements that focus on airline performance areas important to air travel consumers. The Airline Quality Rating is a summary of month-by-month quality ratings for the ten major U.S. airlines operating during 1998. Using the Airline Quality Rating system of weighted averages and monthly performance data in the areas of on-time arrivals, involuntary denied boardings, mishandled baggage, and a combination of 12 customer complaint categories, major airlines comparative performance for the calendar year 1998 is reported. This research monograph contains a brief summary of the AQR methodology, detailed data and charts that track comparative quality for major airlines domestic operations for the 12 month period of 1998, and industry average results. Also, comparative Airline Quality Rating data for 1997, using the updated criteria, are included to provide a reference point regarding quality in the industry."
The Eighth Annual NASA/Contractors Conference and 1991 National Symposium on Quality and Productivity: Extending the boundaries of total quality management,75.58726,image quality calculation,['QUALITY ASSURANCE AND RELIABILITY'],"The Eighth Annual NASA/Contractors Conference and 1991 National Symposium on Quality and Productivity provided a forum to exchange knowledge and experiences in these areas of continuous improvement. The more than 1,100 attendees from government, industry, academia, community groups, and the international arena had a chance to learn about methods, tools, and strategies for excellence and to discuss continuous improvement strategies, successes, and failures. This event, linked via satellite to concurrent conferences hosted by the NASA Goddard Space Flight Center in Greenbelt, Maryland, and Martin Marietta Astronautics Group in Denver, Colorado, also explored extending the boundaries of Total Quality Management to include partnerships for quality within communities and encouraged examination, evaluation, and change to incorporate the principles of continuous improvement."
APQ-102 imaging radar digital image quality study,75.15711,image quality calculation,['COMMUNICATIONS AND RADAR'],A modified APQ-102 sidelooking radar collected synthetic aperture radar (SAR) data which was digitized and recorded on wideband magnetic tape. These tapes were then ground processed into computer compatible tapes (CCT's). The CCT's may then be processed into high resolution radar images by software on the CYBER computer.
Proceedings of the NASA Workshop on Image Analysis,74.61089,image quality calculation,['EARTH RESOURCES AND REMOTE SENSING'],"Three major topics of image analysis are addressed: segmentation, shape and texture analysis, and structural analysis."
Considerations of digital image-processing,74.47824,image quality calculation,['INSTRUMENTATION AND PHOTOGRAPHY'],System techniques and parameter boundaries for digital image processing
Astronomical use of television-type image sensors,74.252075,image quality calculation,['SPACE SCIENCES'],Conference on using TV type image sensors in astronomical photometry
Application of imaging and ultrasound to the quality grading of beef,74.00054,image quality calculation,['ACOUSTICS'],"The results of a study conducted to assist the Department of Agriculture in the task of considering innovative methods for the grading of carcass beef for human consumption is presented. The processing of photographic, television and ultrasound images of the longissimus dorsi muscle at the 12/13th rib cut was undertaken. The results showed that a correlation could be developed between the quality grade of the carcass as determined by a professional grader, and the fat to area ratio of the muscle as determined by image processing techniques. In addition, the use of ultrasound shows the potential for grading of an unsliced carcass or a live animal."
Image data processing of earth resources management,73.822624,image quality calculation,['EARTH RESOURCES AND REMOTE SENSING'],"Various image processing and information extraction systems are described along with the design and operation of an interactive multispectral information system, IMAGE 100. Analyses of ERTS data, using IMAGE 100, over a number of U.S. sites are presented. The following analyses are included: investigations of crop inventory and management using remote sensing; and (2) land cover classification for environmental impact assessments. Results show that useful information is provided by IMAGE 100 analyses of ERTS data in digital form."
Spacecraft camera image registration,73.588554,image quality calculation,['Instrumentation and Photography'],"A system for achieving spacecraft camera (1, 2) image registration comprises a portion external to the spacecraft and an image motion compensation system (IMCS) portion onboard the spacecraft. Within the IMCS, a computer (38) calculates an image registration compensation signal (60) which is sent to the scan control loops (84, 88, 94, 98) of the onboard cameras (1, 2). At the location external to the spacecraft, the long-term orbital and attitude perturbations on the spacecraft are modeled. Coefficients (K, A) from this model are periodically sent to the onboard computer (38) by means of a command unit (39). The coefficients (K, A) take into account observations of stars and landmarks made by the spacecraft cameras (1, 2) themselves. The computer (38) takes as inputs the updated coefficients (K, A) plus synchronization information indicating the mirror position (AZ, EL) of each of the spacecraft cameras (1, 2), operating mode, and starting and stopping status of the scan lines generated by these cameras (1, 2), and generates in response thereto the image registration compensation signal (60). The sources of periodic thermal errors on the spacecraft are discussed. The system is checked by calculating measurement residuals, the difference between the landmark and star locations predicted at the external location and the landmark and star locations as measured by the spacecraft cameras (1, 2)."
Dictionary Approaches to Image Compression and Reconstruction,73.29102,image quality calculation,['Computer Programming and Software'],"This paper proposes using a collection of parameterized waveforms, known as a dictionary, for the purpose of medical image compression. These waveforms, denoted as lambda, are discrete time signals, where y represents the dictionary index. A dictionary with a collection of these waveforms Is typically complete or over complete. Given such a dictionary, the goal is to obtain a representation Image based on the dictionary. We examine the effectiveness of applying Basis Pursuit (BP), Best Orthogonal Basis (BOB), Matching Pursuits (MP), and the Method of Frames (MOF) methods for the compression of digitized radiological images with a wavelet-packet dictionary. The performance of these algorithms is studied for medical images with and without additive noise."
TM digital image products for applications,73.23488,image quality calculation,['EARTH RESOURCES AND REMOTE SENSING'],"The image characteristics of digital data generated by LANDSAT 4 thematic mapper (TM) are discussed. Digital data from the TM resides in tape files at various stages of image processing. Within each image data file, the image lines are blocked by a factor of either 5 for a computer compatible tape CCT-BT, or 4 for a CCT-AT and CCT-PT; in each format, the image file has a different format. Nominal geometric corrections which provide proper geodetic relationships between different parts of the image are available only for the CCT-PT. It is concluded that detector 3 of band 5 on the TM does not respond; this channel of data needs replacement. The empty bin phenomenon in CCT-AT images results from integer truncations of mixed-mode arithmetric operations."
"Theory, Image Simulation, and Data Analysis of Chemical Release Experiments",73.20979,image quality calculation,['SPACE RADIATION'],"The final phase of Grant NAG6-1 involved analysis of physics of chemical releases in the upper atmosphere and analysis of data obtained on previous NASA sponsored chemical release rocket experiments. Several lines of investigation of past chemical release experiments and computer simulations have been proceeding in parallel. This report summarizes the work performed and the resulting publications. The following topics are addressed: analysis of the 1987 Greenland rocket experiments; calculation of emission rates for barium, strontium, and calcium; the CRIT 1 and 2 experiments (Collisional Ionization Cross Section experiments); image calibration using background stars; rapid ray motions in ionospheric plasma clouds; and the NOONCUSP rocket experiments."
Dictionary Approaches to Image Compression and Reconstruction,73.162125,image quality calculation,['Computer Programming and Software'],"This paper proposes using a collection of parameterized waveforms, known as a dictionary, for the purpose of medical image compression. These waveforms, denoted as phi(sub gamma), are discrete time signals, where gamma represents the dictionary index. A dictionary with a collection of these waveforms is typically complete or overcomplete. Given such a dictionary, the goal is to obtain a representation image based on the dictionary. We examine the effectiveness of applying Basis Pursuit (BP), Best Orthogonal Basis (BOB), Matching Pursuits (MP), and the Method of Frames (MOF) methods for the compression of digitized radiological images with a wavelet-packet dictionary. The performance of these algorithms is studied for medical images with and without additive noise."
The Effect of Experimental Variables on Industrial X-Ray Micro-Computed Sensitivity,72.69149,image quality calculation,['Quality Assurance and Reliability'],"A study was performed on the effect of experimental variables on radiographic sensitivity (image quality) in x-ray micro-computed tomography images for a high density thin wall metallic cylinder containing micro-EDM holes. Image quality was evaluated in terms of signal-to-noise ratio, flaw detectability, and feature sharpness. The variables included: day-to-day reproducibility, current, integration time, voltage, filtering, number of frame averages, number of projection views, beam width, effective object radius, binning, orientation of sample, acquisition angle range (180deg to 360deg), and directional versus transmission tube. "
Quality Assessment of Landsat Surface Reflectance Products Using MODIS Data,72.34439,image quality calculation,['Earth Resources and Remote Sensing'],"Surface reflectance adjusted for atmospheric effects is a primary input for land cover change detection and for developing many higher level surface geophysical parameters. With the development of automated atmospheric correction algorithms, it is now feasible to produce large quantities of surface reflectance products using Landsat images. Validation of these products requires in situ measurements, which either do not exist or are difficult to obtain for most Landsat images. The surface reflectance products derived using data acquired by the Moderate Resolution Imaging Spectroradiometer (MODIS), however, have been validated more comprehensively. Because the MODIS on the Terra platform and the Landsat 7 are only half an hour apart following the same orbit, and each of the 6 Landsat spectral bands overlaps with a MODIS band, good agreements between MODIS and Landsat surface reflectance values can be considered indicators of the reliability of the Landsat products, while disagreements may suggest potential quality problems that need to be further investigated. Here we develop a system called Landsat-MODIS Consistency Checking System (LMCCS). This system automatically matches Landsat data with MODIS observations acquired on the same date over the same locations and uses them to calculate a set of agreement metrics. To maximize its portability, Java and open-source libraries were used in developing this system, and object-oriented programming (OOP) principles were followed to make it more flexible for future expansion. As a highly automated system designed to run as a stand-alone package or as a component of other Landsat data processing systems, this system can be used to assess the quality of essentially every Landsat surface reflectance image where spatially and temporally matching MODIS data are available. The effectiveness of this system was demonstrated using it to assess preliminary surface reflectance products derived using the Global Land Survey (GLS) Landsat images for the 2000 epoch. As surface reflectance likely will be a standard product for future Landsat missions, the approach developed in this study can be adapted as an operational quality assessment system for those missions."
Image selection system:  Operator's procedures manual,72.22973,image quality calculation,['DOCUMENTATION AND INFORMATION SCIENCE'],Essential retrieval parameter tables on the Image Selection System were consolidated from two separate operations manuals to provide on example of a typical retrieval session.
Particle Image Velocimetry Measurements to Evaluate the Effectiveness of Deck-Edge Columnar Vortex Generators on Aircraft Carriers,72.195145,image quality calculation,['Fluid Mechanics and Thermodynamics'],"Candidate passive flow control devices were chosen from a NASA flow visualization study to investigate their effectiveness at improving flow quality over a flat-top carrier model. Flow over the deck was analyzed using a particle image velocimeter and a 1/120th scaled carrier model in a low-speed wind tunnel. Baseline (no devices) flow quality was compared to flow quality from combinations of bow and deck-edge devices at both zero and 20 degrees yaw. Devices included plain flaps and spiral cross-section columnar vortex generators attached in various combinations to the front and sides of the deck. Centerline and cross plane measurements were made with velocity and average turbulence measurements reported. Results show that the bow/deck-edge flap and bow/deck-edge columnar vortex generator pairs reduce flight deck turbulence both at zero yaw and at 20 degrees yaw by a factor of approximately 20. Of the devices tested, the most effective bow-only device appears to be the plain flap."
Proceedings of the Conference on Parallel Image Processing for Earth Observation Systems,72.02989,image quality calculation,"['PHYSICS, GENERAL']",Conference on parallel image processing for earth observation systems
A quality monitor and monitoring technique employing optically stimulated electron emission,71.973206,image quality calculation,['QUALITY ASSURANCE AND RELIABILITY'],"A light source directs ultraviolet light onto a test surface and a detector detects a current of photoelectrons generated by the light. The detector includes a collector which is positively biased with respect to the test surface. Quality is indicated based on the photoelectron current. The collector is then negatively biased to replace charges removed by the measurement of a nonconducting substrate to permit subsequent measurements. Also, the intensity of the ultraviolet light at a particular wavelength is monitored and the voltage of the light source varied to maintain the light a constant desired intensity. The light source is also cooled via a gas circulation system. If the test surface is an insulator, the surface is bombarded with ultraviolet light in the presence of an electron field to remove the majority of negative charges from the surface. The test surface is then exposed to an ion field until it possesses no net charge. The technique described above is then performed to assess quality."
Monitoring water quality from LANDSAT,71.563576,image quality calculation,['EARTH RESOURCES AND REMOTE SENSING'],"Water quality monitoring possibilities from LANDSAT were demonstrated both for direct readings of reflectances from the water and indirect monitoring of changes in use of land surrounding Swift Creek Reservoir in a joint project with the Virginia State Water Control Board and NASA. Film products were shown to have insufficient resolution and all work was done by digitally processing computer compatible tapes. Land cover maps of the 18,000 hectare Swift Creek Reservoir watershed, prepared for two dates in 1974, are shown. A significant decrease in the pine cover was observed in a 740 hectare construction site within the watershed. A measure of the accuracy of classification was obtained by comparing the LANDSAT results with visual classification at five sites on a U-2 photograph. Such changes in land cover can alert personnel to watch for potential changes in water quality."
Foundations for Measuring Volume Rendering Quality,71.50374,image quality calculation,['Computer Programming and Software'],"The goal of this paper is to provide a foundation for objectively comparing volume rendered images. The key elements of the foundation are: (1) a rigorous specification of all the parameters that need to be specified to define the conditions under which a volume rendered image is generated; (2) a methodology for difference classification, including a suite of functions or metrics to quantify and classify the difference between two volume rendered images that will support an analysis of the relative importance of particular differences. The results of this method can be used to study the changes caused by modifying particular parameter values, to compare and quantify changes between images of similar data sets rendered in the same way, and even to detect errors in the design, implementation or modification of a volume rendering system. If one has a benchmark image, for example one created by a high accuracy volume rendering system, the method can be used to evaluate the accuracy of a given image."
An Investigation Into HPLC Data Quality Problems,71.34816,image quality calculation,['Quality Assurance and Reliability'],"This report summarizes the analyses and results produced by a five-member investigative team of Government, university, and industry experts, established by NASA HQ. The team examined data quality problems associated with high performance liquid chromatography (HPLC) analyses of pigment concentrations in seawater samples produced by the San Diego State University (SDSU) Center for Hydro-Optics and Remote Sensing (CHORS). This report shows CHORS did not validate the methods used before placing them into service to analyze field samples for NASA principal investigators (PIs), even though the HPLC literature contained easily accessible method validation procedures, and the importance of implementing them, more than a decade ago. In addition, there were so many sources of significant variance in the CHORS methodologies, that the HPLC system rarely operated within performance criteria capable of producing the requisite data quality. It is the recommendation of the investigative team to a) not correct the data, b) make all the data that was temporarily sequestered available for scientific use, and c) label the affected data with an appropriate warning, e.g., ""These data are not validated and should not be used as the sole basis for a scientific result, conclusion, or hypothesis--independent corroborating evidence is required."""
Application of ESE Data and Tools to Air Quality Management: Services for Helping the Air Quality Community use ESE Data (SHAirED),70.96332,image quality calculation,['Earth Resources and Remote Sensing'],"The goal of this REASoN applications and technology project is to deliver and use Earth Science Enterprise (ESE) data and tools in support of air quality management. Its scope falls within the domain of air quality management and aims to develop a federated air quality information sharing network that includes data from NASA, EPA, US States and others. Project goals were achieved through a access of satellite and ground observation data, web services information technology, interoperability standards, and air quality community collaboration. In contributing to a network of NASA ESE data in support of particulate air quality management, the project will develop access to distributed data, build Web infrastructure, and create tools for data processing and analysis. The key technologies used in the project include emerging web services for developing self describing and modular data access and processing tools, and service oriented architecture for chaining web services together to assemble customized air quality management applications. The technology and tools required for this project were developed within DataFed.net, a shared infrastructure that supports collaborative atmospheric data sharing and processing web services. Much of the collaboration was facilitated through community interactions through the Federation of Earth Science Information Partners (ESIP) Air Quality Workgroup. The main activities during the project that successfully advanced DataFed, enabled air quality applications and established community-oriented infrastructures were: develop access to distributed data (surface and satellite), build Web infrastructure to support data access, processing and analysis create tools for data processing and analysis foster air quality community collaboration and interoperability."
Image enhancement by non-linear extrapolation in frequency space,70.76153,image quality calculation,['Instrumentation and Photography'],"An input image is enhanced to include spatial frequency components having frequencies higher than those in an input image. To this end, an edge map is generated from the input image using a high band pass filtering technique. An enhancing map is subsequently generated from the edge map, with the enhanced map having spatial frequencies exceeding an initial maximum spatial frequency of the input image. The enhanced map is generated by applying a non-linear operator to the edge map in a manner which preserves the phase transitions of the edges of the input image. The enhanced map is added to the input image to achieve a resulting image having spatial frequencies greater than those in the input image. Simplicity of computations and ease of implementation allow for image sharpening after enlargement and for real-time applications such as videophones, advanced definition television, zooming, and restoration of old motion pictures."
"Urban air quality estimation study, phase 1",70.666954,image quality calculation,['ENVIRONMENT POLLUTION'],"Possibilities are explored for applying estimation theory to the analysis, interpretation, and use of air quality measurements in conjunction with simulation models to provide a cost effective method of obtaining reliable air quality estimates for wide urban areas. The physical phenomenology of real atmospheric plumes from elevated localized sources is discussed. A fluctuating plume dispersion model is derived. Individual plume parameter formulations are developed along with associated a priori information. Individual measurement models are developed."
Data analysis for GOPEX image frames,70.49371,image quality calculation,['COMMUNICATIONS AND RADAR'],"The data analysis based on the image frames received at the Solid State Imaging (SSI) camera of the Galileo Optical Experiment (GOPEX) demonstration conducted between 9-16 Dec. 1992 is described. Laser uplink was successfully established between the ground and the Galileo spacecraft during its second Earth-gravity-assist phase in December 1992. SSI camera frames were acquired which contained images of detected laser pulses transmitted from the Table Mountain Facility (TMF), Wrightwood, California, and the Starfire Optical Range (SOR), Albuquerque, New Mexico. Laser pulse data were processed using standard image-processing techniques at the Multimission Image Processing Laboratory (MIPL) for preliminary pulse identification and to produce public release images. Subsequent image analysis corrected for background noise to measure received pulse intensities. Data were plotted to obtain histograms on a daily basis and were then compared with theoretical results derived from applicable weak-turbulence and strong-turbulence considerations. Processing steps are described and the theories are compared with the experimental results. Quantitative agreement was found in both turbulence regimes, and better agreement would have been found, given more received laser pulses. Future experiments should consider methods to reliably measure low-intensity pulses, and through experimental planning to geometrically locate pulse positions with greater certainty."
Image Navigation and Registration Performance Assessment Tool Set for the GOES-R Advanced Baseline Imager and Geostationary Lightning Mapper,70.47027,image quality calculation,"['Earth Resources and Remote Sensing', 'Meteorology and Climatology']","The GOES-R Flight Project has developed an Image Navigation and Registration (INR) Performance Assessment Tool Set (IPATS) for measuring Advanced Baseline Imager (ABI) and Geostationary Lightning Mapper (GLM) INR performance metrics in the post-launch period for performance evaluation and long term monitoring. For ABI, these metrics are the 3-sigma errors in navigation (NAV), channel-to-channel registration (CCR), frame-to-frame registration (FFR), swath-to-swath registration (SSR), and within frame registration (WIFR) for the Level 1B image products. For GLM, the single metric of interest is the 3-sigma error in the navigation of background images (GLM NAV) used by the system to navigate lightning strikes. 3-sigma errors are estimates of the 99.73rd percentile of the errors accumulated over a 24-hour data collection period. IPATS utilizes a modular algorithmic design to allow user selection of data processing sequences optimized for generation of each INR metric. This novel modular approach minimizes duplication of common processing elements, thereby maximizing code efficiency and speed. Fast processing is essential given the large number of sub-image registrations required to generate INR metrics for the many images produced over a 24-hour evaluation period. Another aspect of the IPATS design that vastly reduces execution time is the off-line propagation of Landsat based truth images to the fixed grid coordinates system for each of the three GOES-R satellite locations, operational East and West and initial checkout locations. This paper describes the algorithmic design and implementation of IPATS and provides preliminary test results."
Image Navigation and Registration (INR) Performance Assessment Tool Set (IPATS) for the GOES-R Advanced Baseline Imager and Geostationary Lightning Mapper,70.369484,image quality calculation,"['Instrumentation and Photography', 'Meteorology and Climatology']","The GOES-R Flight Project has developed an Image Navigation and Registration (INR) Performance Assessment Tool Set (IPATS) for measuring Advanced Baseline Imager (ABI) and Geostationary Lightning Mapper (GLM) INR performance metrics in the post-launch period for performance evaluation and long term monitoring. For ABI, these metrics are the 3-sigma errors in navigation (NAV), channel-to-channel registration (CCR), frame-to-frame registration (FFR), swath-to-swath registration (SSR), and within frame registration (WIFR) for the Level 1B image products. For GLM, the single metric of interest is the 3-sigma error in the navigation of background images (GLM NAV) used by the system to navigate lightning strikes. 3-sigma errors are estimates of the 99.73rd percentile of the errors accumulated over a 24 hour data collection period. IPATS utilizes a modular algorithmic design to allow user selection of data processing sequences optimized for generation of each INR metric. This novel modular approach minimizes duplication of common processing elements, thereby maximizing code efficiency and speed. Fast processing is essential given the large number of sub-image registrations required to generate INR metrics for the many images produced over a 24 hour evaluation period. Another aspect of the IPATS design that vastly reduces execution time is the off-line propagation of Landsat based truth images to the fixed grid coordinates system for each of the three GOES-R satellite locations, operational East and West and initial checkout locations. This paper describes the algorithmic design and implementation of IPATS and provides preliminary test results."
